d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\fxc.pdb,AAGMABAACBAAAAAAPKCLEMDGAGKBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\GameStatisticsExample.pdb,AAIMABAAIAAAAAAAKNFJKGFBHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\GDFTrace.pdb,AAEMADAAIAAAAAAAMJMHHPFEHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\GPUBoids.pdb,AAKMADAAIAAAAAAAFJJDFFEEHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\GPUSpectrogram.pdb,AACMABAAIAAAAAAAHNBLJCEDHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRCubeMap.pdb,AAIMADAAIAAAAAAAJFGJLLDIHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRFormats.pdb,AAGMADAAIAAAAAAAGNBGOLDIHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRFormats10.pdb,AAAMAEAAIAAAAAAAMLKJODEFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRToneMappingCS11.pdb,AAIMADAAIAAAAAAAMLICDLEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\AdaptiveTessellationCS40.pdb,AAIMAEAAIAAAAAAAGLOOKNEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRLighting.pdb,AAKMADAAIAAAAAAAIPGHKHDJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HDRPipeline.pdb,AAMMADAAIAAAAAAAEBBHLIDJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HLSLwithoutEffects.pdb,AAEMADAAIAAAAAAAMLHDPIDJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\HLSLWithoutFX10.pdb,AAGMADAAIAAAAAAADBFPLGEFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\InstallOnDemand.pdb,AAMMADAAIAAAAAAADDCJLFFDHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Instancing.pdb,AAGMADAAIAAAAAAAEHDIPNDJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Instancing10.pdb,AAMMADAAIAAAAAAAFPNDMLEFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\IrradianceVolume.pdb,AAKMAEAAIAAAAAAAAPBGHBDLHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Joystick.pdb,AAOMAAAAIAAAAAAAKBNJLJEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\LocalDeformablePRT.pdb,AAIMADAAIAAAAAAAIDEEEODKHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MeshConvert.pdb,AAGMABAAIAAAAAAAKJOLKFFEHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MeshFromOBJ.pdb,AAIMAEAAIAAAAAAAIDGDHPDLHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MeshFromOBJ10.pdb,AAKMAEAAIAAAAAAALJGFEFEGHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MotionBlur10.pdb,AAKMADAAIAAAAAAAOJCPAMEGHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MultiAnimation.pdb,AAOMADAAIAAAAAAAIDGDHPDLHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MultiMon10.pdb,AAEMABAAIAAAAAAAJHBEIJEFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MultiStreamRendering.pdb,AAIMADAAIAAAAAAAKHCBKHEGHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\MultithreadedRendering11.pdb,AAMMADAAIAAAAAAAJPIDAIEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\NBodyGravity.pdb,AAGMADAAIAAAAAAADDNEJIEGHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\OptimizedMesh.pdb,AAGMADAAIAAAAAAAPNNBNCDLHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ParallaxOcclusionMapping.pdb,AAIMADAAIAAAAAAAPFFKNMDLHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ParentalControlTimeLimits.pdb,AAOMACAAIAAAAAAANPLHIAFDHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ParticlesGS.pdb,AAGMADAAIAAAAAAAEDOBLGEHHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Pick.pdb,AAEMADAAIAAAAAAAHBDOBCDNHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Pick10.pdb,AAIMADAAIAAAAAAAHPONAHEIHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\PipesGS.pdb,AAKMADAAIAAAAAAAOLMDBPEIHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\PixelMotionBlur.pdb,AAGMADAAIAAAAAAAELEBPDDMHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\PostProcess.pdb,AAMMADAAIAAAAAAAODDFGPDNHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ProceduralMaterials.pdb,AAMMADAAIAAAAAAAPBOEGEEIHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ProgressiveMesh.pdb,AAEMADAAIAAAAAAAABLMJHDNHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\PRTCmdLine.pdb,AAIMABAAIAAAAAAALHBHALDNHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\PRTDemo.pdb,AAIMAEAAIAAAAAAAGDMFAHDOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\RaycastTerrain.pdb,AAOMADAAIAAAAAAALNGODLEJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\RumbleController.pdb,AAMMAAAAIAAAAAAAIJHENGEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ShadowMap.pdb,AAGMADAAIAAAAAAAIBELDADOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ShadowVolume.pdb,AAKMADAAIAAAAAAAMPLKFADPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\ShadowVolume10.pdb,AAOMADAAIAAAAAAACBMOFMEJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SimpleController.pdb,AAOMAAAAIAAAAAAAIBPNNPEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SimpleSample.pdb,AAEMADAAIAAAAAAACFGDAFDOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SimpleSample10.pdb,AAGMADAAIAAAAAAACJEFFDEJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SkinnedMesh.pdb,AAEMADAAIAAAAAAABNALEADPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Skinning10.pdb,AAKMADAAIAAAAAAAKBFNPFEJHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SoftParticles.pdb,AAMMADAAIAAAAAAALBGKBDELHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SparseMorphTargets.pdb,AAMMADAAIAAAAAAAAPKJOPEKHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\StateManager.pdb,AAAMAFAAIAAAAAAAIFHDFHECHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SubD10.pdb,AAOMAEAAIAAAAAAAJPCGHFELHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\SubD11.pdb,AAGMADAAIAAAAAAACLDGPKEOHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\texconv.pdb,AAAMABAAIAAAAAAAHDBPMLFFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\texconv10.pdb,AAAMABAAIAAAAAAANPPFOCFFHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Text3D.pdb,AAEMADAAIAAAAAAAMFONKIDPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Tut01_PlayCue.pdb,AAOMAAAAIAAAAAAAJNCNFHEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Tut02_Stream.pdb,AAAMABAAIAAAAAAANLIPFJEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\Tut03_Variable.pdb,AAAMABAAIAAAAAAANLIPFJEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\UVAtlas.pdb,AAMMAMAAIAAAAAAAHHNLBLECHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\VideoMemory.pdb,AAKMABAAIAAAAAAAKJKNEDFCHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XACTCodeDriven.pdb,AAOMAAAAIAAAAAAADPOPHKEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XACTGame.pdb,AAEMADAAIAAAAAAABNNMCAFBHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XAudio2BasicSound.pdb,AAAMABAAIAAAAAAADPOPHKEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XAudio2BasicStream.pdb,AAOMAAAAIAAAAAAAFLBPPCEPHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XAudio2CustomAPO.pdb,AAIMADAAIAAAAAAADBJFKBFBHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XAudio2Sound3D.pdb,AAIMADAAIAAAAAAADLGCEJFBHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\exe\XInputGame.pdb,AAIMACAAIAAAAAAAAJCDKAFAHKKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D11_beta.pdb,AAEMANAACBAAAAAAJCDMNKJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D11Ref.pdb,AAGMAHAACBAAAAAALEPAFADGAGKBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D11SDKLayers.pdb,AAAMAKAACBAAAAAAONJONMJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D2D1_beta.pdb,AAKMALAACBAAAAAAMKOECKLFHMKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\DWrite_beta.pdb,AAMMAPAACBAAAAAAOBALDCLFHMKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10_1_beta.pdb,AAIMAGAACBAAAAAABFIMMJJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10_1core_beta.pdb,AAKMAHAACBAAAAAAHAOOMLJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\DXGI_beta.pdb,AAIMAKAACBAAAAAAFJCIOGJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10Level9_beta.pdb,AAOMAFAACBAAAAAACGLDNAJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10WARP_beta.pdb,AAMMAJAACBAAAAAADHNKNHJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3DX11_41.pdb,AACMADAACBAAAAAAJLGDJKMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10Ref.pdb,AAAMAGAACBAAAAAAELMHHNMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10SDKLayers.pdb,AAKMALAACBAAAAAAIBBFNDJGFPJBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\D3D10_1.pdb,AAIMAGAACBAAAAAAMHBGGNMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x64\WinVista\dll\d3dref9.pdb,AAGMAEAACBAAAAAAHDBFIMMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\8bi\D3DXTextureFormat.pdb,AACMABAAIAAAAAAADINHNPGAHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\d3d9.pdb,AAAMBDAACBAAAAAANHNIKPMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\D3DCompiler_41.pdb,AAMMAOAACBAAAAAAGOLFFFDGAGKBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\d3dpmesh.pdb,AAEEABAACBAAAAAAPDGANIMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\d3dramp.pdb,AACEABAACBAAAAAAPDGANIMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\d3dref9.pdb,AAGMAFAACBAAAAAAEPMDNKMGCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\D3DX10_41.pdb,AAAMAHAACBAAAAAAMLBHFIDGAGKBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\D3DX9_41.pdb,AAOMCEAACBAAAAAADPKBGBDGAGKBMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\d3dxof.pdb,AAOEABAACBAAAAAAHLANEGMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\ddraw.pdb,AAGMADAACBAAAAAAIPDEENMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\ddrawex.pdb,AAOEABAACBAAAAAAIPDEENMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dimap.pdb,AAOEABAACBAAAAAAIPDEENMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dinput8.pdb,AAAEADAACBAAAAAAPPLNFGMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dsdmo.pdb,AACEADAACBAAAAAAIDGOGHMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dsdmoprp.pdb,AAIEACAACBAAAAAAIDGOGHMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\DSETUP.pdb,AAEMACAAIAAAAAAADOAIHPDMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dsetup32.pdb,AAEMAEAAIAAAAAAAPIMMIDDMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dsound.pdb,AAIMAJAACBAAAAAAPDPHHAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dsound3d.pdb,AAAEABAACBAAAAAAPDPHHAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dx7vb.pdb,AAIEAIAACBAAAAAAEPFKHDMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\dx8vb.pdb,AAOEAKAACBAAAAAAAHBPHIMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\DxExtensions.pdb,AAGMAOAACBAAAAAABLEGHPMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\FirewallInstallHelper.pdb,AAIMABAAIAAAAAAANIGIGHFMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\GameuxInstallHelper.pdb,AACMACAAIAAAAAAAJBGHIGFMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\GDFExampleBinary.pdb,AAGMABAAIAAAAAAAGBINKMFMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\ProviderGDFExampleBinary.pdb,AAGMABAAIAAAAAAADCHJLIFMHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.AudioVideoPlayback.pdb,AAEMACAACBAAAAAABLEGHPMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.Diagnostics.pdb,AAIMAAAACBAAAAAAHHKIIBMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.Direct3D.pdb,AAKMAIAACBAAAAAAHHKIIBMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.Direct3DX.pdb,AAGMAKAACBAAAAAACPGNIGMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.DirectDraw.pdb,AAGMADAACBAAAAAAILMPIIMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.DirectInput.pdb,AACMADAACBAAAAAAOHDBILMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.DirectPlay.pdb,AAGMAHAACBAAAAAAEDJEINMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.DirectSound.pdb,AAGMAEAACBAAAAAAJPPGIPMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\Microsoft.DirectX.pdb,AAKMAHAACBAAAAAAFHLLJEMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\msdmo.pdb,AAEEABAACBAAAAAAFHLLJEMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\TxView.pdb,AAMMABAAIAAAAAAAGMMJFAGAHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_0.pdb,AAIMAAAACBAAAAAALDBNJHMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_1.pdb,AAIMAAAACBAAAAAALDBNJHMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_2.pdb,AAIMAAAACBAAAAAACDKHKAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_3.pdb,AAMMAAAACBAAAAAACDKHKAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_4.pdb,AAMMAAAACBAAAAAACDKHKAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_5.pdb,AAMMAAAACBAAAAAACDKHKAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudio1_6.pdb,AAMMAAAAIAAAAAAAPEBBEPDPHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\X3DAudioD1_6.pdb,AAEMABAAIAAAAAAAJFCDIBDPHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_0.pdb,AAMMAFAACBAAAAAACDKHKAMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_1.pdb,AAMMAFAACBAAAAAAHPAJKDMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_10.pdb,AAMMAGAACBAAAAAAHPAJKDMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_2.pdb,AAMMAFAACBAAAAAANLGLKFMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_3.pdb,AAOMAFAACBAAAAAANLGLKFMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_4.pdb,AAOMAFAACBAAAAAADHMOKHMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_5.pdb,AAIMAGAACBAAAAAAJDDAKKMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_6.pdb,AAIMAGAACBAAAAAAOPJCKMMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_7.pdb,AAKMAGAACBAAAAAAKHFHLBMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_8.pdb,AAMMAGAACBAAAAAAKHFHLBMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine2_9.pdb,AAMMAGAACBAAAAAAKHFHLBMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine3_0.pdb,AAGMAFAACBAAAAAAADLKLDMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine3_1.pdb,AAGMAFAACBAAAAAAADLKLDMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine3_2.pdb,AAGMAFAACBAAAAAALLHOLIMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine3_3.pdb,AAGMAFAACBAAAAAAMPKFLPMHCAIJMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Extras\Symbols\retail\x86\dll\XactEngine3_4.pdb,AAGMAFAAIAAAAAAABJMHKLECHLKGMJABAAAAAAAAAAAAAAAA
